Basic_signal,Filtered_signal
-34,-15.344
-35,-27.3831
-36,-37.2198
-37,-44.7426
-37,-49.9286
-37,-52.8412
-37,-53.6238
-38,-52.4917
-39,-49.7206
-41,-45.6343
-42,-40.59
-44,-34.9639
-45,-29.1355
-47,-23.473
-50,-18.3194
-52,-13.9802
-55,-10.7123
-56,-8.7161
-55,-8.12912
-52,-9.02251
-49,-11.3998
-46,-15.1981
-43,-20.292
-40,-26.4992
-36,-33.5892
-31,-41.293
-26,-49.3139
-20,-57.3396
-15,-65.0542
-11,-72.15
-8,-78.3395
-6,-83.3657
-3,-87.0119
0,-89.1093
0,-89.5431
1,-88.2559
0,-85.25
0,-80.5861
-1,-74.3812
-3,-66.804
-5,-58.0677
-8,-48.4229
-10,-38.1476
-12,-27.5377
-13,-16.8962
-15,-6.5227
-16,3.29744
-17,12.3025
-18,20.2632
-18,26.9901
-18,32.3393
-17,36.2165
-16,38.5795
-15,39.438
-14,38.8523
-12,36.9299
-11,33.8203
-9,29.7086
-8,24.8079
-6,19.351
-5,13.5809
-3,7.74216
0,2.07191
2,-3.2088
5,-7.90222
7,-11.8404
7,-14.8904
7,-16.9579
6,-17.9899
6,-17.9752
5,-16.9444
4,-14.967
4,-12.148
2,-8.62342
1,-4.5536
0,-0.117127
-1,4.4966
-1,9.09484
-1,13.489
0,17.5017
0,20.9737
0,23.7696
0,25.7823
1,26.9372
3,27.1939
5,26.5471
8,25.0268
10,22.6963
18,19.6497
30,16.008
37,11.9151
43,7.53302
43,3.0361
38,-1.39545
34,-5.5829
31,-9.35662
29,-12.5632
30,-15.0719
34,-16.7792
40,-17.6126
46,-17.5321
56,-16.5308
68,-14.6331
84,-11.8922
102,-8.38618
111,-4.2124
117,0.517721
121,5.68407
121,11.1626
116,16.8292
108,22.5637
95,28.2517
78,33.787
66,39.0721
59,44.0188
52,48.5489
44,52.5952
31,56.102
18,59.0254
14,61.3334
11,63.0048
9,64.0298
8,64.4096
8,64.1567
10,63.2945
15,61.8573
20,59.8896
27,57.4455
38,54.5885
47,51.3907
56,47.9315
65,44.2971
77,40.5784
106,36.87
158,33.2692
236,29.8773
339,26.804
462,24.1737
596,22.1347
724,20.868
826,20.5957
874,21.5832
874,24.136
825,28.5852
715,35.266
567,44.4872
394,56.4956
216,71.4388
62,89.3308
-41,110.025
-76,133.201
-75,158.365
-54,184.867
-42,211.935
-51,238.706
-76,264.271
-114,287.71
-137,308.132
-144,324.705
-135,336.69
-121,343.473
-102,344.59
-86,339.75
-78,328.851
-72,311.985
-67,289.439
-63,261.685
-61,229.364
-60,193.263
-59,154.284
-58,113.417
-57,71.6994
-56,30.182
-56,-10.1075
-55,-48.2001
-55,-83.2172
-55,-114.399
-55,-141.129
-54,-162.949
-53,-179.573
-52,-190.892
-52,-196.972
-52,-198.045
-51,-194.497
-51,-186.848
-50,-175.729
-50,-161.856
-48,-145.999
-47,-128.955
-45,-111.515
-41,-94.4346
-31,-78.4102
-21,-64.0507
-11,-51.859
-1,-42.2151
5,-35.3649
11,-31.4158
16,-30.3359
23,-31.9614
33,-36.0066
39,-42.0797
43,-49.7018
47,-58.3287
51,-67.3752
55,-76.2406
59,-84.3337
62,-91.0971
66,-96.0297
69,-98.7061
73,-98.793
77,-96.0612
80,-90.3933
81,-81.7873
80,-70.3554
79,-56.3184
76,-39.9969
73,-21.7981
62,-2.20033
35,18.2644
9,39.0293
1,59.5106
-4,79.1274
-11,97.3211
-16,113.575
-24,127.434
-34,138.517
-43,146.532
-48,151.285
-51,152.682
-53,150.733
-55,145.551
-56,137.345
-58,126.412
-60,113.123
-63,97.9133
-66,81.2621
-68,63.6765
-71,45.6733
-75,27.7601
-80,10.4184
-89,-5.91294
-104,-20.852
-112,-34.0866
-116,-45.3837
-119,-54.5957
-122,-61.6627
-125,-66.6108
-126,-69.5479
-126,-70.6558
-123,-70.1795
-120,-68.4153
-115,-65.6956
-110,-62.3737
-102,-58.8081
-101,-55.3465
-106,-52.3116
-109,-49.9883
-111,-48.6139
-113,-48.37
-115,-49.3776
-116,-51.6935
-116,-55.3102
-116,-60.158
-116,-66.1091
-116,-72.9842
-116,-80.5608
-115,-88.583
-113,-96.7723
-110,-104.839
-124,-112.495
-148,-119.463
-175,-125.493
-188,-130.371
-195,-133.933
-200,-136.069
-203,-136.732
-206,-135.934
-209,-133.747
-212,-130.298
-216,-125.764
-218,-120.363
-221,-114.346
-224,-107.985
-227,-101.564
-231,-95.3643
-235,-89.6598
-239,-84.7012
-242,-80.7097
-245,-77.8687
-248,-76.3178
-252,-76.1479
-258,-77.3995
-265,-80.0618
-273,-84.0747
-281,-89.3328
-289,-95.6904
-296,-102.969
-303,-110.965
-309,-119.457
-314,-128.216
-318,-137.016
-321,-145.637
-324,-153.876
-326,-161.555
-328,-168.523
-328,-174.664
-328,-179.895
-325,-184.173
-321,-187.488
-317,-189.869
-312,-191.373
-306,-192.085
-298,-192.112
-289,-191.577
-282,-190.611
-275,-189.349
-261,-187.921
-238,-186.447
-217,-185.03
-202,-183.751
-188,-182.665
-170,-181.796
-148,-181.137
-127,-180.65
-105,-180.265
-83,-179.885
-63,-179.388
-49,-178.631
-39,-177.456
-22,-175.7
1,-173.196
19,-169.789
26,-165.333
31,-159.705
30,-152.807
20,-144.574
13,-134.978
7,-124.034
2,-111.806
0,-98.3986
2,-83.9655
8,-68.699
18,-52.8264
49,-36.6007
87,-20.2908
125,-4.16851
142,11.505
152,26.4911
159,40.5832
158,53.613
145,65.4544
127,76.0242
103,85.2809
90,93.2201
84,99.8697
79,105.285
74,109.543
70,112.738
65,114.978
57,116.377
28,117.052
-7,117.115
-31,116.666
-59,115.79
-78,114.546
-90,112.967
-89,111.059
-63,108.802
-8,106.155
65,103.066
149,99.4856
232,95.382
306,90.7541
372,85.6449
431,80.15
464,74.4214
463,68.6663
422,63.1395
329,58.1281
207,53.9298
75,50.8248
-46,49.0454
-149,48.7486
-233,49.9936
-300,52.7273
-345,56.7794
-365,61.8649
-374,67.5961
-379,73.5012
-382,79.0482
-386,83.672
-391,86.8022
-397,87.8906
-403,86.4369
-413,82.0123
-426,74.2788
-427,63.0047
-415,48.0759
-404,29.5028
-393,7.42425
-383,-17.8945
-374,-46.068
-369,-76.6019
-366,-108.91
-364,-142.332
-361,-176.159
-357,-209.659
-353,-242.098
-350,-272.768
-346,-301.014
-340,-326.249
-329,-347.979
-306,-365.814
-290,-379.479
-281,-388.821
-272,-393.807
-263,-394.524
-236,-391.173
-202,-384.056
-166,-373.561
-142,-360.145
-116,-344.312
-88,-326.589
-39,-307.512
22,-287.598
84,-267.327
134,-247.121
172,-227.326
208,-208.202
230,-189.911
267,-172.523
301,-156.014
322,-140.272
344,-125.111
365,-110.282
396,-95.4894
436,-80.4077
481,-64.7003
520,-48.0332
556,-30.0911
581,-10.591
606,10.7044
621,33.9742
623,59.3289
625,86.8023
626,116.344
627,147.819
622,181.002
613,215.591
602,251.203
589,287.394
576,323.665
566,359.476
559,394.268
552,427.475
543,458.544
534,486.955
528,512.235
523,533.978
519,551.853
516,565.616
512,575.124
508,580.33
504,581.291
499,578.162
495,571.191
489,560.711
483,547.126
477,530.897
469,512.527
463,492.546
457,471.487
451,449.877
444,428.214
434,406.958
418,386.512
403,367.215
389,349.332
374,333.048
358,318.465
341,305.602
325,294.401
319,284.728
316,276.388
314,269.133
313,262.68
311,256.723
309,250.95
305,245.057
301,238.767
296,231.835
290,224.066
280,215.316
262,205.503
245,194.606
228,182.665
211,169.775
195,156.083
185,141.779
178,127.087
171,112.254
164,97.5437
156,83.2225
148,69.5517
141,56.7768
132,45.1182
123,34.7633
113,25.8598
104,18.5098
97,12.7668
89,8.63403
82,6.06471
73,4.96454
63,5.19568
49,6.58215
35,8.91619
25,11.9655
17,15.4811
9,19.2064
3,22.8861
0,26.2753
-3,29.1485
-5,31.3076
-7,32.5889
-8,32.8686
-10,32.067
-12,30.1504
-14,27.1316
-16,23.0686
-18,18.061
-19,12.2452
-21,5.78895
-23,-1.11643
-25,-8.26347
-27,-15.437
-30,-22.4228
-32,-29.0153
-34,-35.026
-36,-40.2902
-38,-44.6722
-39,-48.071
-41,-50.4222
-41,-51.7007
-42,-51.9198
-44,-51.1305
-45,-49.4182
-46,-46.899
-47,-43.7147
-48,-40.0265
-49,-36.0089
-51,-31.8425
-53,-27.7077
-55,-23.7774
-56,-20.2113
-57,-17.1505
-58,-14.7124
-59,-12.987
-61,-12.0346
-63,-11.8841
-64,-12.5331
-66,-13.9486
-68,-16.0697
-71,-18.8104
-75,-22.0639
-80,-25.7077
-83,-29.6086
-84,-33.6291
-82,-37.6323
-79,-41.4875
-75,-45.0741
-70,-48.2855
-66,-51.0318
-61,-53.242
-57,-54.8657
-51,-55.8733
-46,-56.256
-40,-56.0251
-34,-55.2102
-27,-53.8569
-20,-52.0241
-12,-49.7808
-1,-47.2024
7,-44.3671
7,-41.3522
1,-38.2308
-7,-35.0704
-19,-31.9315
-35,-28.8681
-47,-25.928
-64,-23.1542
-85,-20.586
-96,-18.2603
-101,-16.2129
-107,-14.479
-110,-13.0924
-113,-12.0845
-115,-11.4837
-116,-11.3135
-116,-11.5916
-116,-12.3286
-115,-13.5271
-113,-15.1805
-110,-17.2731
-106,-19.7789
-99,-22.6621
-91,-25.8771
-61,-29.368
-7,-33.0686
62,-36.8993
144,-40.7625
237,-44.5368
341,-48.0705
450,-51.1763
555,-53.6265
640,-55.1507
679,-55.4382
693,-54.1453
671,-50.9108
604,-45.3766
481,-37.2141
320,-26.1555
147,-12.0282
-12,5.21142
-132,25.4505
-205,48.4018
-231,73.6012
-240,100.419
-249,128.085
-248,155.721
-234,182.383
-210,207.1
-184,228.923
-173,246.965
-168,260.441
-164,268.707
-161,271.284
-159,267.877
-156,258.39
-153,242.928
-151,221.793
-149,195.475
-147,164.631
-145,130.063
-144,92.6864
-143,53.4989
-144,13.5422
-144,-26.1339
-144,-64.5083
-144,-100.624
-142,-133.619
-140,-162.756
-138,-187.443
-136,-207.252
-134,-221.925
-133,-231.384
-131,-235.724
-129,-235.202
-127,-230.229
-124,-221.343
-121,-209.191
-118,-194.496
-115,-178.032
-111,-160.589
-107,-142.948
-101,-125.85
-95,-109.965
-88,-95.8776
-82,-84.0594
-77,-74.8594
-73,-68.4931
-68,-65.039
-61,-64.4407
-47,-66.5134
-19,-70.9553
0,-77.3615
9,-85.2419
18,-94.0415
28,-103.164
38,-111.997
48,-119.937
54,-126.415
61,-130.916
67,-133.002
73,-132.327
77,-128.651
78,-121.848
77,-111.91
73,-98.9469
67,-83.1836
61,-64.9493
55,-44.6672
49,-22.8379
42,-0.0215819
33,23.1822
26,46.1563
20,68.2876
14,88.9881
10,107.716
5,123.993
1,137.422
-2,147.697
-6,154.615
-10,158.081
-14,158.108
-17,154.813
-20,148.415
-22,139.222
-26,127.616
-31,114.042
-37,98.9899
-42,82.9723
-44,66.5092
-44,50.1074
-42,34.2438
-39,19.35
-35,5.79887
-31,-6.10543
-24,-16.135
-18,-24.1426
-16,-30.0626
-18,-33.9092
-22,-35.7723
-23,-35.8116
-25,-34.247
-26,-31.3493
-27,-27.4267
-29,-22.8126
-30,-17.8508
-33,-12.8823
-34,-8.23211
-35,-4.19655
-34,-1.03303
-33,1.04934
-31,1.89678
-29,1.41566
-27,-0.425021
-26,-3.59377
-25,-7.99913
-24,-13.4946
-24,-19.8859
-24,-26.9392
-25,-34.392
-26,-41.9637
-26,-49.3678
-27,-56.3231
-27,-62.5651
-26,-67.8561
-25,-71.9941
-24,-74.8202
-22,-76.2238
-21,-76.1461
-20,-74.5812
-21,-71.5758
-22,-67.2264
-24,-61.6752
-26,-55.1041
-29,-47.7279
-30,-39.7862
-30,-31.5341
-29,-23.2332
-29,-15.1416
-29,-7.5046
-28,-0.54593
-27,5.53992
-25,10.5942
-23,14.4992
-22,17.1813
-21,18.6132
-21,18.8134
-21,17.8446
-22,15.8099
-22,12.8477
-22,9.12563
-22,4.833
-22,0.173264
-21,-4.64418
-19,-9.41201
-18,-13.9326
-16,-18.0252
-15,-21.5319
-15,-24.3228
-15,-26.3004
-16,-27.402
-17,-27.6013
-18,-26.9089
-20,-25.3705
-22,-23.0648
-25,-20.0997
-28,-16.6079
-30,-12.741
-32,-8.66397
-33,-4.5485
-35,-0.566283
-37,3.11748
-39,6.35021
-41,8.99746
-43,10.9476
-44,12.1155
-45,12.4453
-47,11.9118
-49,10.5211
-51,8.30926
-53,5.34089
-54,1.70561
-55,-2.48563
-54,-7.10507
-53,-12.0131
-52,-17.0633
-51,-22.1078
-49,-27.0022
-47,-31.6107
-43,-35.8101
-39,-39.4939
-35,-42.5751
-30,-44.988
-27,-46.6899
-23,-47.661
-17,-47.9047
-11,-47.4457
-5,-46.3282
0,-44.6134
5,-42.3757
9,-39.6999
12,-36.677
15,-33.4007
19,-29.9643
22,-26.457
24,-22.9611
23,-19.5491
18,-16.2827
10,-13.2107
1,-10.3699
-6,-7.7856
-12,-5.47265
-18,-3.43708
-25,-1.67749
-31,-0.18659
-37,1.04715
-42,2.03784
-45,2.80075
-48,3.35104
-49,3.70289
-50,3.86883
-49,3.85954
-48,3.68375
-45,3.34856
-41,2.85993
-35,2.22342
-28,1.44516
-19,0.53296
12,-0.502292
69,-1.64417
151,-2.86605
257,-4.12371
382,-5.34555
522,-6.42151
663,-7.19196
789,-7.43839
872,-6.87835
901,-5.16732
880,-1.91011
814,3.31789
666,10.9402
477,21.3413
275,34.8224
93,51.558
-39,71.5569
-81,94.6375
-91,120.42
-98,148.335
-104,177.651
-109,207.507
-112,236.95
-113,264.977
-114,290.579
-114,312.784
-113,330.701
-110,343.55
-108,350.702
-103,351.703
-97,346.292
-92,334.414
-89,316.221
-87,292.071
-85,262.514
-83,228.271
-81,190.208
-79,149.304
-77,106.621
-76,63.2587
-76,20.3209
-75,-21.1233
-74,-60.0759
-72,-95.6431
-70,-127.063
-68,-153.729
-67,-175.205
-66,-191.238
-65,-201.758
-64,-206.879
-62,-206.885
-60,-202.213
-58,-193.44
-56,-181.246
-54,-166.393
-51,-149.694
-45,-131.976
-38,-114.054
-30,-96.6955
-23,-80.5985
-15,-66.3624
-7,-54.4702
0,-45.2739
8,-38.9848
16,-35.6702
24,-35.256
34,-37.5338
43,-42.1741
51,-48.7427
56,-56.7215
61,-65.5321
66,-74.5611
70,-83.1869
74,-90.805
77,-96.8534
79,-100.835
82,-102.337
84,-101.047
86,-96.7641
87,-89.4066
86,-79.0137
84,-65.7429
80,-49.8637
76,-31.7466
72,-11.8485
67,9.30451
62,31.1372
56,53.0462
49,74.4223
41,94.672
34,113.238
23,129.62
11,143.388
1,154.198
-4,161.801
-10,166.05
-14,166.903
-16,164.422
-18,158.769
-19,150.2
-21,139.051
-22,125.728
-24,110.692
-25,94.4359
-26,77.4744
-27,60.3206
-27,43.4698
-28,27.3832
-29,12.4725
-30,-0.912469
-30,-12.4938
-30,-22.0729
-30,-29.5342
-29,-34.8457
-28,-38.0572
-27,-39.2941
-27,-38.7498
-26,-36.6754
-26,-33.367
-25,-29.1532
-25,-24.3799
-24,-19.397
-24,-14.5433
-23,-10.1343
-23,-6.44952
-22,-3.72317
-21,-2.13564
-21,-1.80802
-21,-2.79896
-20,-5.10399
-20,-8.65748
-20,-13.3369
-20,-18.9691
-20,-25.3388
-19,-32.198
-18,-39.2769
-18,-46.295
-17,-52.9726
-16,-59.0418
-15,-64.2571
-13,-68.4046
-11,-71.3097
-9,-72.8435
-7,-72.9267
-6,-71.5317
-4,-68.6832
-3,-64.4563
-1,-58.9729
2,-52.3964
5,-44.9247
9,-36.7826
12,-28.2123
14,-19.4643
16,-10.7881
17,-2.42266
17,5.41157
17,12.5201
16,18.7407
13,23.9475
9,28.055
4,31.0182
0,32.8334
-2,33.5353
-5,33.1946
-9,31.9133
-14,29.8197
-19,27.0621
-23,23.8023
-24,20.2083
-24,16.4477
-22,12.6815
-20,9.05832
-17,5.7102
-15,2.74843
-14,0.260843
-11,-1.69017
-9,-3.06861
-6,-3.8648
-5,-4.09427
-3,-3.79581
-2,-3.02874
-2,-1.86957
-2,-0.408231
-3,1.25607
-4,3.01905
-7,4.77557
-9,6.42365
-11,7.86822
-13,9.02443
-17,9.82051
-20,10.2001
-21,10.1237
-19,9.56964
-13,8.53493
-5,7.03518
8,5.10488
31,2.79713
39,0.183385
43,-2.6476
47,-5.59218
50,-8.53562
53,-11.3567
55,-13.9326
57,-16.1438
59,-17.8791
61,-19.04
62,-19.5443
63,-19.3302
64,-18.358
64,-16.6121
64,-14.1018
65,-10.861
65,-6.9472
67,-2.43926
70,2.56523
72,7.95378
73,13.6032
70,19.3841
62,25.1651
54,30.8169
48,36.2155
43,41.2452
37,45.8013
32,49.7931
27,53.1455
23,55.8011
20,57.721
16,58.8858
13,59.295
10,58.967
6,57.9376
0,56.2584
-4,53.9942
-4,51.2203
1,48.0198
10,44.4812
25,40.6963
46,36.7591
76,32.7652
113,28.8124
164,25.0014
233,21.4386
322,18.2392
428,15.5328
547,13.4699
666,12.2284
774,12.0206
851,13.0957
861,15.738
835,20.2577
721,26.9716
554,36.1756
363,48.1091
183,62.9162
41,80.6089
-50,101.041
-69,123.894
-75,148.681
-78,174.766
-80,201.389
-83,227.706
-85,252.821
-86,275.829
-87,295.853
-88,312.081
-89,323.805
-91,330.44
-94,331.561
-97,326.909
-101,316.411
-102,300.175
-99,278.494
-92,251.83
-86,220.801
-83,186.158
-80,148.76
-78,109.544
-76,69.491
-74,29.5936
-71,-9.17883
-69,-45.9122
-67,-79.7774
-65,-110.056
-63,-136.164
-61,-157.665
-60,-174.282
-58,-185.905
-57,-192.583
-55,-194.526
-53,-192.082
-51,-185.729
-48,-176.045
-45,-163.692
-42,-149.379
-39,-133.843
-35,-117.814
-30,-101.994
-24,-87.0258
-20,-73.475
-16,-61.8096
-14,-52.3863
-11,-45.4409
-7,-41.0842
-1,-39.3025
9,-39.9628
29,-42.822
44,-47.5396
54,-53.693
62,-60.7966
66,-68.3221
69,-75.7218
71,-82.4518
73,-87.9949
75,-91.882
77,-93.7111
79,-93.1633
80,-90.0149
81,-84.1457
80,-75.5431
77,-64.3022
73,-50.621
67,-34.7935
61,-17.1977
52,1.71852
36,21.4533
17,41.4692
3,61.2114
-7,80.1262
-15,97.6801
-19,113.378
-22,126.78
-24,137.519
-26,145.31
-28,149.961
-30,151.38
-32,149.577
-33,144.66
-36,136.833
-38,126.385
-42,113.679
-46,99.1378
-50,83.2282
-53,66.4426
-55,49.2814
-57,32.2355
-58,15.7691
-60,0.304616
-62,-13.7909
-64,-26.2164
-66,-36.7457
-68,-45.2323
-69,-51.6117
-71,-55.9008
-72,-58.1935
-72,-58.6546
-72,-57.51
-72,-55.0357
-71,-51.5451
-70,-47.3749
-69,-42.8708
-67,-38.3733
-66,-34.2039
-64,-30.653
-63,-27.9684
-61,-26.3473
-59,-25.9289
-57,-26.7908
-56,-28.947
-55,-32.3493
-54,-36.8903
-54,-42.4099
-53,-48.702
-51,-55.5249
-50,-62.6114
-49,-69.6798
-48,-76.4458
-48,-82.6341
-47,-87.9887
-45,-92.2834
-44,-95.3301
-43,-96.9856
-43,-97.1567
-43,-95.8032
-43,-92.9389
-44,-88.6304
-44,-82.9944
-44,-76.1929
-44,-68.4264
-45,-59.9262
-45,-50.9457
-45,-41.7508
-45,-32.6103
-43,-23.7859
-42,-15.5229
-41,-8.04191
-39,-1.53088
-38,3.8607
-37,8.02654
-36,10.9063
-34,12.4866
-33,12.8004
-31,11.9243
-30,9.97497
-29,7.10327
-27,3.4881
-25,-0.671194
-22,-5.16276
-19,-9.77033
-16,-14.2812
-14,-18.4939
-13,-22.2254
-11,-25.3169
-10,-27.6398
-9,-29.0992
-7,-29.6367
-6,-29.2317
-5,-27.901
-4,-25.6971
0,-22.7052
3,-19.0392
3,-14.836
2,-10.2497
0,-5.4453
-1,-0.592393
-4,4.14103
-6,8.59459
-6,12.621
-4,16.0913
-1,18.8988
0,20.9635
1,22.2342
3,22.6903
4,22.342
7,21.2293
9,19.4199
12,17.0065
15,14.1027
18,10.8388
22,7.35665
26,3.8042
29,0.330472
32,-2.92001
34,-5.81227
37,-8.22556
40,-10.0576
43,-11.2277
46,-11.6794
48,-11.382
50,-10.3306
50,-8.54639
50,-6.07486
49,-2.98418
48,0.637566
45,4.68569
41,9.0426
37,13.5817
33,18.1718
26,22.6809
13,26.9804
6,30.9487
1,34.4741
-3,37.4575
-6,39.8157
-8,41.4834
-8,42.4151
-7,42.5871
-4,41.9979
-1,40.6683
1,38.6413
4,35.9808
7,32.7691
11,29.1049
14,25.0996
16,20.874
21,16.5539
38,12.2666
75,8.13731
133,4.28809
215,0.838976
317,-2.08775
434,-4.36089
553,-5.83216
665,-6.32801
760,-5.64351
827,-3.54007
844,0.251505
832,6.02101
754,14.0617
616,24.6459
445,37.9942
266,54.2405
114,73.3975
12,95.329
-34,119.734
-53,146.147
-63,173.948
-73,202.394
-83,230.644
-90,257.8
-94,282.943
-96,305.171
-97,323.641
-98,337.599
-99,346.417
-98,349.612
-98,346.875
-97,338.079
-94,323.283
-91,302.739
-87,276.874
-82,246.284
-78,211.707
-74,174.001
-71,134.112
-69,93.0418
-67,51.8144
-65,11.4387
-61,-27.1235
-58,-62.9897
-54,-95.3844
-52,-123.663
-50,-147.329
-48,-166.048
-47,-179.654
-45,-188.148
-43,-191.696
-40,-190.615
-34,-185.355
-23,-176.48
-19,-164.645
-17,-150.563
-15,-134.978
-14,-118.642
-13,-102.277
-9,-86.558
-5,-72.0876
1,-59.3738
8,-48.8169
18,-40.6966
26,-35.1663
34,-32.2512
43,-31.8515
54,-33.7506
69,-37.6275
80,-43.0726
89,-49.6065
97,-56.7008
103,-63.8015
108,-70.352
117,-75.8166
127,-79.7024
131,-81.5784
133,-81.0926
136,-77.9852
137,-72.0986
137,-63.3832
130,-51.8991
120,-37.8137
113,-21.3961
107,-3.00705
102,16.9136
96,37.8637
92,59.2967
88,80.6424
82,101.327
70,120.795
49,138.527
33,154.056
25,166.985
18,176.994
14,183.855
10,187.433
2,187.693
-12,184.697
-23,178.605
-30,169.659
-34,158.177
-37,144.54
-39,129.178
-42,112.55
-45,95.1363
-50,77.4125
-52,59.84
-49,42.8489
-43,26.8245
-33,12.0973
-20,-1.06507
-15,-12.463
-11,-21.9669
-9,-29.5177
-8,-35.1251
-7,-38.8638
-7,-40.8671
-7,-41.3199
-7,-40.4487
-7,-38.5118
-7,-35.7875
-7,-32.5631
-7,-29.1227
-7,-25.7372
-9,-22.6533
-13,-20.0855
-17,-18.2091
-25,-17.1549
-39,-17.007
-48,-17.8018
-55,-19.5303
-58,-22.1407
-55,-25.5427
-49,-29.6129
-43,-34.1995
-36,-39.1286
-30,-44.2107
-24,-49.2477
-17,-54.0398
-9,-58.3931
-4,-62.1261
-1,-65.0761
0,-67.1049
1,-68.1039
2,-67.9982
2,-66.7492
2,-64.356
1,-60.8556
0,-56.3215
-1,-50.8609
-3,-44.611
-4,-37.7337
-4,-30.4103
-5,-22.8349
-6,-15.2072
-7,-7.72591
-8,-0.581631
-9,6.04932
-10,12.0107
-11,17.1713
-12,21.4288
-12,24.7124
-12,26.9846
-12,28.2416
-11,28.5124
-10,27.8569
-9,26.3632
-8,24.1434
-7,21.3293
-7,18.0667
-6,14.5104
-6,10.8177
-6,7.14292
-6,3.63176
-6,0.416173
-5,-2.39004
-4,-4.69487
-2,-6.43068
-1,-7.55571
-3,-8.05466
-8,-7.93831
-11,-7.24255
-14,-6.02665
-17,-4.37068
-20,-2.37217
-20,-0.142005
-20,2.20009
-18,4.53063
-16,6.72758
-15,8.67555
-14,10.2706
-12,11.4244
-11,12.0678
-8,12.1534
-6,11.6572
-3,10.5796
-1,8.9455
1,6.80264
4,4.22015
10,1.28559
21,-1.89827
28,-5.21686
32,-8.54739
34,-11.763
35,-14.7374
37,-17.3495
39,-19.4886
41,-21.058
44,-21.9792
46,-22.1942
48,-21.6677
50,-20.3883
54,-18.3682
63,-15.6431
75,-12.2694
79,-8.32179
81,-3.88889
83,0.929996
84,6.02869
83,11.2976
81,16.6271
76,21.9108
70,27.048
55,31.9459
43,36.5209
36,40.6994
31,44.4181
26,47.6248
21,50.2786
17,52.3513
14,53.8267
12,54.7011
9,54.9827
6,54.6914
3,53.8576
0,52.5206
-4,50.728
-9,48.5329
-13,45.9924
-14,43.1659
-12,40.1123
-8,36.8895
2,33.553
30,30.1559
74,26.7503
137,23.39
221,20.1365
325,17.0659
442,14.2781
565,11.9062
681,10.1255
777,9.15964
843,9.28238
867,10.8132
837,14.1051
749,19.5242
606,27.4216
427,38.0972
239,51.7614
78,68.4961
-29,88.2241
-58,110.69
-67,135.461
-72,161.935
-77,189.376
-82,216.939
-87,243.713
-93,268.759
-98,291.148
-103,310.003
-110,324.535
-118,334.071
-123,338.087
-125,336.227
-115,328.314
-106,314.362
-100,294.579
-94,269.355
-89,239.255
-85,204.997
-82,167.427
-79,127.489
-75,86.191
-71,44.5729
-66,3.66738
-62,-35.5335
-59,-72.1111
-58,-105.25
-57,-134.262
-55,-158.609
-54,-177.917
-52,-191.982
-51,-200.774
-50,-204.434
-48,-203.261
-47,-197.696
-45,-188.303
-44,-175.747
-43,-160.758
-41,-144.112
-40,-126.594
-37,-108.972
-30,-91.9697
-22,-76.2384
-14,-62.3367
-1,-50.7116
16,-41.6847
37,-35.4433
56,-32.0365
69,-31.3762
76,-33.2439
82,-37.3038
86,-43.1194
89,-50.1754
96,-57.9018
107,-65.6989
114,-72.9636
118,-79.1139
121,-83.6128
122,-85.9899
123,-85.86
122,-82.9389
119,-77.054
115,-68.1508
111,-56.2954
105,-41.6714
97,-24.5731
91,-5.39406
86,15.3877
82,37.2276
78,59.535
75,81.6957
72,103.094
69,123.136
65,141.271
57,157.011
41,169.944
28,179.754
21,186.222
14,189.236
9,188.788
4,184.978
-1,178.003
-9,168.151
-20,155.787
-24,141.34
-27,125.283
-30,108.12
-32,90.363
-34,72.5169
-35,55.0623
-35,38.4397
-36,23.0359
-36,9.17295
-37,-2.90035
-36,-13.0139
-36,-21.0786
-35,-27.0863
-34,-31.1053
-33,-33.2749
-32,-33.7956
-31,-32.9195
-30,-30.9368
-29,-28.1635
-28,-24.927
-27,-21.5525
-26,-18.3499
-24,-15.6016
-24,-13.5521
-24,-12.3987
-27,-12.2854
-32,-13.299
-36,-15.4671
-39,-18.7598
-42,-23.0931
-45,-28.3338
-48,-34.3069
-50,-40.8039
-50,-47.5923
-48,-54.4259
-44,-61.0545
-39,-67.2336
-35,-72.734
-33,-77.3494
-30,-80.9041
-27,-83.2588
-23,-84.3156
-20,-84.0204
-16,-82.3649
-14,-79.3852
-12,-75.1602
-11,-69.8082
-11,-63.4815
-11,-56.3609
-11,-48.6488
-11,-40.562
-13,-32.3238
-15,-24.1566
-17,-16.2739
-18,-8.874
-19,-2.13327
-20,3.79882
-21,8.80423
-22,12.7994
-24,15.7369
-26,17.6059
-27,18.4313
-29,18.2709
-30,17.2128
-31,15.3702
-32,12.8768
-32,9.88117
-32,6.54028
-31,3.01393
-29,-0.541352
-27,-3.97774
-24,-7.16096
-22,-9.97443
-19,-12.3226
-17,-14.1335
-15,-15.36
-13,-15.9807
-10,-15.9993
-7,-15.4434
-5,-14.3624
-3,-12.8242
-2,-10.9119
-2,-8.72021
-2,-6.35067
-3,-3.90819
-5,-1.4967
-7,0.784535
-10,2.84433
-13,4.60249
-15,5.99222
-17,6.96199
-19,7.47678
-21,7.51882
-24,7.08764
-26,6.19939
-27,4.88569
-28,3.19187
-28,1.17493
-26,-1.09879
-24,-3.5561
-21,-6.11949
-18,-8.70959
-16,-11.2477
-13,-13.6583
-10,-15.871
-6,-17.823
-2,-19.4606
1,-20.7404
3,-21.6303
